OBJECTID,id,parent,name,type,address,POINT_X,POINT_Y,typecode,pcode,pname,citycode,cityname,adcode,adname,tel
580,BV10882203,[],姚虹路红松路(公交站),交通设施服务;公交车站;公交车站相关,737路,13515186.83,3657531.944,150700,310000,上海市,21,上海市,310112,闵行区,
581,BV10860384,[],茂名北路(快速公交站),交通设施服务;公交车站;快速公交站,,13521068.73,3661883.346,150704,310000,上海市,21,上海市,310106,静安区,
582,BV11416552,[],张虹路红松东路(公交站),交通设施服务;公交车站;公交车站相关,虹桥镇社区巴士内环,13515593.15,3657524.657,150700,310000,上海市,21,上海市,310112,闵行区,
583,BV10418375,[],石门一路延安中路(下客站)(公交站),交通设施服务;公交车站;公交车站相关,沪青高速专线,13521210.78,3662143.831,150700,310000,上海市,21,上海市,310106,静安区,
584,BV10029966,[],宋园路黄金城道(公交站),交通设施服务;公交车站;公交车站相关,113路,13515689.33,3657646.068,150700,310000,上海市,21,上海市,310105,长宁区,
585,BV10422276,[],高迎路共康东路(公交站),交通设施服务;公交车站;公交车站相关,1608路,13519630.93,3674772.18,150700,310000,上海市,21,上海市,310113,宝山区,
586,BV10025738,[],姚虹路红松东路(公交站),交通设施服务;公交车站;公交车站相关,上青线,13515186.83,3657523.485,150700,310000,上海市,21,上海市,310112,闵行区,
587,BV11085556,[],古羊路姚虹路(公交站),交通设施服务;公交车站;公交车站相关,虹桥镇社区巴士,13515020.41,3657648.541,150700,310000,上海市,21,上海市,310105,长宁区,
588,BV10024656,[],岭南路共康东路(公交站),交通设施服务;公交车站;公交车站相关,04路;110路;1608路;172路;527路;749路;845路;951路;宝山17路,13520370.98,3675066.299,150700,310000,上海市,21,上海市,310113,宝山区,
589,BV10024968,[],古羊路伊犁路(公交站),交通设施服务;公交车站;公交车站相关,149路;虹桥镇社区巴士;虹桥镇社区巴士内环,13514892.5,3657654.527,150700,310000,上海市,21,上海市,310105,长宁区,
590,BV10032512,[],共和三村(公交站),交通设施服务;公交车站;公交车站相关,172路;527路,13520393.02,3674432.721,150700,310000,上海市,21,上海市,310113,宝山区,
591,BV10029640,[],一二八纪念路通河路(公交站),交通设施服务;公交车站;公交车站相关,1601路;1608路;527路,13519998.95,3675211.732,150700,310000,上海市,21,上海市,310113,宝山区,
592,BV10024966,[],姚虹路虹桥路(公交站),交通设施服务;公交车站;公交车站相关,149路,13515279.56,3658239.611,150700,310000,上海市,21,上海市,310105,长宁区,
593,BV10027592,[],共和新路保德路(公交站),交通设施服务;公交车站;公交车站相关,1601路;312路;701路;849路;862路;95路,13519480.09,3674154.384,150700,310000,上海市,21,上海市,310113,宝山区,
594,BV10037773,[],红松东路姚虹路(公交站),交通设施服务;公交车站;公交车站相关,上青线;虹桥镇社区巴士;虹桥镇社区巴士内环,13515044.12,3657293.678,150700,310000,上海市,21,上海市,310112,闵行区,
595,BV10024657,[],岭南路景凤路(公交站),交通设施服务;公交车站;公交车站相关,04路;110路;118路;172路;527路;597路;749路;845路;951路,13520408.27,3674074.767,150700,310000,上海市,21,上海市,310106,静安区,
596,BV11085554,[],姚虹路吴中路(公交站),交通设施服务;公交车站;公交车站相关,虹桥镇社区巴士;虹桥镇社区巴士内环,13515177.48,3657149.108,150700,310000,上海市,21,上海市,310112,闵行区,
597,BV10896267,[],虹桥路姚虹西路(公交站),交通设施服务;公交车站;公交车站相关,827路;836路,13515186.83,3658360.899,150700,310000,上海市,21,上海市,310105,长宁区,
598,BV10024713,[],桃浦水厂(公交站),交通设施服务;公交车站;公交车站相关,117路;323路;62路;838路,13510472.34,3668460.942,150700,310000,上海市,21,上海市,310107,普陀区,
