POINT_X,POINT_Y,ID_1,dist_hospital,dist_transit,env_count_2km,hospital_dist_norm,transit_dist_norm,env_count_norm,AS,HES,CSQI
13529794.4,3668226.502,39,0.0,89.87497663440621,21,0.0,0.08675164532715784,0.4117647058823529,0.9739745064018526,0.4117647058823529,0.8053115662460026
13529652.13,3667540.14,40,0.0,263.3797128182814,20,0.0,0.2542267524110071,0.39215686274509803,0.9237319742766978,0.39215686274509803,0.7642594408172179
13527708.27,3660584.91,41,169.2082308313511,51.377243989692765,21,0.10461145346371281,0.04959178422500322,0.4117647058823529,0.9118944473079,0.4117647058823529,0.7618555248802359
13523820.55,3660591.158,42,0.0,133.26241452607636,42,0.0,0.12863128485066164,0.8235294117647058,0.9614106145448014,0.8235294117647058,0.9200462537107726
13539938.94,3672325.936,43,0.0,166.4459692187262,3,0.0,0.16066164608347958,0.058823529411764705,0.9518015061749561,0.058823529411764705,0.6839081131459986
13529916.07,3675310.904,44,0.0,318.23380719450586,4,0.0,0.3071745596680377,0.0784313725490196,0.9078476320995886,0.0784313725490196,0.6590227542344179
13534662.96,3668441.014,45,146.29560528350515,255.33364243862374,11,0.09044593060791885,0.24646029872175856,0.21568627450980393,0.8627497589579293,0.21568627450980393,0.6686307136234916
13519408.96,3661071.596,46,95.67411614343773,88.75089929043521,33,0.05914965424227273,0.0856666318705075,0.6470588235294118,0.9328952524692569,0.6470588235294118,0.8471443237873033
13540146.22,3655443.796,47,11.317328483345586,301.3187579445567,5,0.006996835651269629,0.2908473414792405,0.09803921568627451,0.907848012600339,0.09803921568627451,0.6649053735261196
13516799.63,3660393.443,48,0.0,80.01970879759769,29,0.0,0.07723886733266921,0.5686274509803921,0.9768283398001991,0.5686274509803921,0.8543680731542569
13518828.43,3662895.636,49,0.0,96.56399851418371,41,0.0,0.0932082106073975,0.803921568627451,0.9720375368177807,0.803921568627451,0.9216027463606817
13549855.62,3661637.056,50,28.622858626685957,32.766951047793775,7,0.017695822647116794,0.031628235379839206,0.13725490196078433,0.9781244535330664,0.13725490196078433,0.7258635880613817
13556050.88,3643265.21,51,0.0,272.6884614734056,7,0.0,0.2632120038348149,0.13725490196078433,0.9210363988495555,0.13725490196078433,0.6859019497829241
13539422.87,3647032.461,52,0.0,847.6824395428695,0,0.0,0.8182238160063227,0.0,0.7545328551981032,0.0,0.5281729986386722
13517982.62,3664520.342,53,0.0,42.480850461895855,24,0.0,0.04100455778094308,0.47058823529411764,0.9876986326657171,0.47058823529411764,0.8325655134542371
13522581.79,3666435.79,54,286.833258002546,128.41788713497326,27,0.17733205928549262,0.1239551142662702,0.5294117647058824,0.838681024220274,0.5294117647058824,0.7459002463659564
13525447.04,3656451.262,55,131.74516809324027,81.57374047973548,29,0.0814502548330023,0.07873889337289156,0.5686274509803921,0.919363153605031,0.5686274509803921,0.8141424428176393
13525580.96,3663888.349,56,164.01486556119332,97.81239046906573,25,0.10140070250550048,0.0944132184989683,0.49019607843137253,0.9006955426964591,0.49019607843137253,0.7775457034169331
13512570.27,3668938.561,57,0.0,209.0901557339206,8,0.0,0.20182386367024974,0.1568627450980392,0.939452840898925,0.1568627450980392,0.7046758121586592
13535584.24,3650206.506,58,35.57965459385007,628.288170348717,5,0.021996798633922593,0.6064539269818853,0.09803921568627451,0.8026660628616886,0.09803921568627451,0.5912780087090643
13517360.68,3666861.76,59,10.504158415029035,335.1895668194091,19,0.006494100634528235,0.3235410734665964,0.37254901960784315,0.8983918075158512,0.37254901960784315,0.7406389711434488
13554583.25,3648554.038,60,38.250805547020555,200.43515407529884,3,0.023648213475028372,0.19346964025555033,0.058823529411764705,0.925405358490815,0.058823529411764705,0.6654308097670999
13516459.88,3659338.019,61,0.0,166.3654003563604,26,0.0,0.1605838771467398,0.5098039215686274,0.9518248368559781,0.5098039215686274,0.8192185622697729
13516159.32,3658581.616,62,0.0,283.6401191657097,24,0.0,0.2737830699918824,0.47058823529411764,0.9178650790024352,0.47058823529411764,0.78368202588994
13529731.5,3668865.491,63,12.482761554236282,212.24378771595633,24,0.007717354073225524,0.20486790076981778,0.47058823529411764,0.9331374819177968,0.47058823529411764,0.794372707930693
